CODEPAGE 932            ; Japanese - ANSI, OEM
0xa3	0x52b5	;ô£
0xa4	0x52c1	;ô§
0xa5	0x52cd	;ô•
0xa6	0x52d7	;ô¶
0xa7	0x52de	;ôß
0xa8	0x52e3	;ô®
0xa9	0x52e6	;ô©
0xaa	0x98ed	;ô™
0xab	0x52e0	;ô´
0xac	0x52f3	;ô¨
0xad	0x52f5	;ô≠
0xae	0x52f8	;ôÆ
0xaf	0x52f9	;ôØ
0xb0	0x5306	;ô∞
0xb1	0x5308	;ô±
0xb2	0x7538	;ô≤
0xb3	0x530d	;ô≥
0xb4	0x5310	;ô¥
0xb5	0x530f	;ôµ
0xb6	0x5315	;ô∂
0xb7	0x531a	;ô∑
0xb8	0x5323	;ô∏
0xb9	0x532f	;ôπ
0xba	0x5331	;ô∫
0xbb	0x5333	;ôª
0xbc	0x5338	;ôº
0xbd	0x5340	;ôΩ
0xbe	0x5346	;ôæ
0xbf	0x5345	;ôø
0xc0	0x4e17	;ô¿
0xc1	0x5349	;ô¡
0xc2	0x534d	;ô¬
0xc3	0x51d6	;ô√
0xc4	0x535e	;ôƒ
0xc5	0x5369	;ô≈
0xc6	0x536e	;ô∆
0xc7	0x5918	;ô«
0xc8	0x537b	;ô»
0xc9	0x5377	;ô…
0xca	0x5382	;ô 
0xcb	0x5396	;ôÀ
0xcc	0x53a0	;ôÃ
0xcd	0x53a6	;ôÕ
0xce	0x53a5	;ôŒ
0xcf	0x53ae	;ôœ
0xd0	0x53b0	;ô–
0xd1	0x53b6	;ô—
0xd2	0x53c3	;ô“
0xd3	0x7c12	;ô”
0xd4	0x96d9	;ô‘
0xd5	0x53df	;ô’
0xd6	0x66fc	;ô÷
0xd7	0x71ee	;ô◊
0xd8	0x53ee	;ôÿ
0xd9	0x53e8	;ôŸ
0xda	0x53ed	;ô⁄
0xdb	0x53fa	;ô€
0xdc	0x5401	;ô‹
0xdd	0x543d	;ô›
0xde	0x5440	;ôﬁ
0xdf	0x542c	;ôﬂ
0xe0	0x542d	;ô‡
0xe1	0x543c	;ô·
0xe2	0x542e	;ô‚
0xe3	0x5436	;ô„
0xe4	0x5429	;ô‰
0xe5	0x541d	;ôÂ
0xe6	0x544e	;ôÊ
0xe7	0x548f	;ôÁ
0xe8	0x5475	;ôË
0xe9	0x548e	;ôÈ
0xea	0x545f	;ôÍ
0xeb	0x5471	;ôÎ
0xec	0x5477	;ôÏ
0xed	0x5470	;ôÌ
0xee	0x5492	;ôÓ
0xef	0x547b	;ôÔ
0xf0	0x5480	;ô
0xf1	0x5476	;ôÒ
0xf2	0x5484	;ôÚ
0xf3	0x5490	;ôÛ
0xf4	0x5486	;ôÙ
0xf5	0x54c7	;ôı
0xf6	0x54a2	;ôˆ
0xf7	0x54b8	;ô˜
0xf8	0x54a5	;ô¯
0xf9	0x54ac	;ô˘
0xfa	0x54c4	;ô˙
0xfb	0x54c8	;ô˚
0xfc	0x54a8	;ô¸

DBCSTABLE 188           ;LeadByte = 0x9a

0x40	0x54ab	;ö@
0x41	0x54c2	;öA
0x42	0x54a4	;öB
0x43	0x54be	;öC
0x44	0x54bc	;öD
0x45	0x54d8	;öE
0x46	0x54e5	;öF
0x47	0x54e6	;öG
0x48	0x550f	;öH
0x49	0x5514	;öI
0x4a	0x54fd	;öJ
0x4b	0x54ee	;öK
0x4c	0x54ed	;öL
0x4d	0x54fa	;öM
0x4e	0x54e2	;öN
0x4f	0x5539	;öO
0x50	0x5540	;öP
0x51	0x5563	;öQ
0x52	0x554c	;öR
0x53	0x552e	;öS
0x54	0x555c	;öT
0x55	0x5545	;öU
0x56	0x5556	;öV
0x57	0x5557	;öW
0x58	0x5538	;öX
0x59	0x5533	;öY
0x5a	0x555d	;öZ
0x5b	0x5599	;ö[
0x5c	0x5580	;ö\
0x5d	0x54af	;ö]
0x5e	0x558a	;ö^
0x5f	0x559f	;ö_
0x60	0x557b	;ö`
0x61	0x557e	;öa
0x62	0x5598	;öb
0x63	0x559e	;öc
0x64	0x55ae	;öd
0x65	0x557c	;öe
0x66	0x5583	;öf
0x67	0x55a9	;ög
0x68	0x5587	;öh
0x69	0x55a8	;öi
0x6a	0x55da	;öj
0x6b	0x55c5	;ök
0x6c	0x55df	;öl
0x6d	0x55c4	;öm
0x6e	0x55dc	;ön
0x6f	0x55e4	;öo
0x70	0x55d4	;öp
0x71	0x5614	;öq
0x72	0x55f7	;ör
0x73	0x5616	;ös
0x74	0x55fe	;öt
0x75	0x55fd	;öu
0x76	0x561b	;öv
0x77	0x55f9	;öw
0x78	0x564e	;öx
0x79	0x5650	;öy
0x7a	0x71df	;öz
0x7b	0x5634	;ö{
0x7c	0x5636	;ö|
0x7d	0x5632	;ö}
0x7e	0x5638	;ö~
0x80	0x566b	;öÄ
0x81	0x5664	;öÅ
0x82	0x562f	;öÇ
0x83	0x566c	;öÉ
0x84	0x566a	;öÑ
0x85	0x5686	;öÖ
0x86	0x5680	;öÜ
0x87	0x568a	;öá
0x88	0x56a0	;öà
0x89	0x5694	;öâ
0x8a	0x568f	;öä
0x8b	0x56a5	;öã
0x8c	0x56ae	;öå
0x8d	0x56b6	;öç
0x8e	0x56b4	;öé
0x8f	0x56c2	;öè
0x90	0x56bc	;öê
0x91	0x56c1	;öë
0x92	0x56c3	;öí
0x93	0x56c0	;öì
0x94	0x56c8	;öî
0x95	0x56ce	;öï
0x96	0x56d1	;öñ
0x97	0x56d3	;öó
0x98	0x56d7	;öò
0x99	0x56ee	;öô
0x9a	0x56f9	;öö
0x9b	0x5700	;öõ
0x9c	0x56ff	;öú
0x9d	0x5704	;öù
0x9e	0x5709	;öû
0x9f	0x5708	;öü
0xa0	0x570b	;ö†
0xa1	0x570d	;ö°
0xa2	0x5713	;ö¢
0xa3	0x5718	;ö£
0xa4	0x5716	;ö§
0xa5	0x55c7	;ö•
0xa6	0x571c	;ö¶
0xa7	0x5726	;öß
0xa8	0x5737	;ö®
0xa9	0x5738	;ö©
0xaa	0x574e	;ö™
0xab	0x573b	;ö´
0xac	0x5740	;ö¨
0xad	0x574f	;ö≠
0xae	0x5769	;öÆ
0xaf	0x57c0	;öØ
0xb0	0x5788	;ö∞
0xb1	0x5761	;ö±
0xb2	0x577f	;ö≤
0xb3	0x5789	;ö≥
0xb4	0x5793	;ö¥
0xb5	0x57a0	;öµ
0xb6	0x57b3	;ö∂
0xb7	0x57a4	;ö∑
0xb8	0x57aa	;ö∏
0xb9	0x57b0	;öπ
0xba	0x57c3	;ö∫
0xbb	0x57c6	;öª
0xbc	0x57d4	;öº
0xbd	0x57d2	;öΩ
0xbe	0x57d3	;öæ
0xbf	0x580a	;öø
0xc0	0x57d6	;ö¿
0xc1	0x57e3	;ö¡
0xc2	0x580b	;ö¬
0xc3	0x5819	;ö√
0xc4	0x581d	;öƒ
0xc5	0x5872	;ö≈
0xc6	0x5821	;ö∆
0xc7	0x5862	;ö«
0xc8	0x584b	;ö»
0xc9	0x5870	;ö…
0xca	0x6bc0	;ö 
0xcb	0x5852	;öÀ
0xcc	0x583d	;öÃ
0xcd	0x5879	;öÕ
0xce	0x5885	;öŒ
0xcf	0x58b9	;öœ
0xd0	0x589f	;ö–
0xd1	0x58ab	;ö—
0xd2	0x58ba	;ö“
0xd3	0x58de	;ö”
0xd4	0x58bb	;ö‘
0xd5	0x58b8	;ö’
0xd6	0x58ae	;ö÷
0xd7	0x58c5	;ö◊
0xd8	0x58d3	;öÿ
0xd9	0x58d1	;öŸ
0xda	0x58d7	;ö⁄
0xdb	0x58d9	;ö€
0xdc	0x58d8	;ö‹
0xdd	0x58e5	;ö›
0xde	0x58dc	;öﬁ
0xdf	0x58e4	;öﬂ
0xe0	0x58df	;ö‡
0xe1	0x58ef	;ö·
0xe2	0x58fa	;ö‚
0xe3	0x58f9	;ö„
0xe4	0x58fb	;ö‰
0xe5	0x58fc	;öÂ
0xe6	0x58fd	;öÊ
0xe7	0x5902	;öÁ
0xe8	0x590a	;öË
0xe9	0x5910	;öÈ
0xea	0x591b	;öÍ
0xeb	0x68a6	;öÎ
0xec	0x5925	;öÏ
0xed	0x592c	;öÌ
0xee	0x592d	;öÓ
0xef	0x5932	;öÔ
0xf0	0x5938	;ö
0xf1	0x593e	;öÒ
0xf2	0x7ad2	;öÚ
0xf3	0x5955	;öÛ
0xf4	0x5950	;öÙ
0xf5	0x594e	;öı
0xf6	0x595a	;öˆ
0xf7	0x5958	;ö˜
0xf8	0x5962	;ö¯
0xf9	0x5960	;ö˘
0xfa	0x5967	;ö˙
0xfb	0x596c	;ö˚
0xfc	0x5969	;ö¸

DBCSTABLE 188           ;LeadByte = 0x9b

0x40	0x5978	;õ@
0x41	0x5981	;õA
0x42	0x599d	;õB
0x43	0x4f5e	;õC
0x44	0x4fab	;õD
0x45	0x59a3	;õE
0x46	0x59b2	;õF
0x47	0x59c6	;õG
0x48	0x59e8	;õH
0x49	0x59dc	;õI
0x4a	0x598d	;õJ
0x4b	0x59d9	;õK
0x4c	0x59da	;õL
0x4d	0x5a25	;õM
0x4e	0x5a1f	;õN
0x4f	0x5a11	;õO
0x50	0x5a1c	;õP
0x51	0x5a09	;õQ
0x52	0x5a1a	;õR
0x53	0x5a40	;õS
0x54	0x5a6c	;õT
0x55	0x5a49	;õU
0x56	0x5a35	;õV
0x57	0x5a36	;õW
0x58	0x5a62	;õX
0x59	0x5a6a	;õY
0x5a	0x5a9a	;õZ
0x5b	0x5abc	;õ[
0x5c	0x5abe	;õ\
0x5d	0x5acb	;õ]
0x5e	0x5ac2	;õ^
0x5f	0x5abd	;õ_
0x60	0x5ae3	;õ`
0x61	0x5ad7	;õa
0x62	0x5ae6	;õb
0x63	0x5ae9	;õc
0x64	0x5ad6	;õd
0x65	0x5afa	;õe
0x66	0x5afb	;õf
0x67	0x5b0c	;õg
0x68	0x5b0b	;õh
0x69	0x5b16	;õi
0x6a	0x5b32	;õj
0x6b	0x5ad0	;õk
0x6c	0x5b2a	;õl
0x6d	0x5b36	;õm
0x6e	0x5b3e	;õn
0x6f	0x5b43	;õo
0x70	0x5b45	;õp
0x71	0x5b40	;õq
0x72	0x5b51	;õr
0x73	0x5b55	;õs
0x74	0x5b5a	;õt
0x75	0x5b5b	;õu
0x76	0x5b65	;õv
0x77	0x5b69	;õw
0x78	0x5b70	;õx
0x79	0x5b73	;õy
0x7a	0x5b75	;õz
0x7b	0x5b78	;õ{
0x7c	0x6588	;õ|
0x7d	0x5b7a	;õ}
0x7e	0x5b80	;õ~
0x80	0x5b83	;õÄ
0x81	0x5ba6	;õÅ
0x82	0x5bb8	;õÇ
0x83	0x5bc3	;õÉ
0x84	0x5bc7	;õÑ
0x85	0x5bc9	;õÖ
0x86	0x5bd4	;õÜ
0x87	0x5bd0	;õá
0x88	0x5be4	;õà
0x89	0x5be6	;õâ
0x8a	0x5be2	;õä
0x8b	0x5bde	;õã
0x8c	0x5be5	;õå
0x8d	0x5beb	;õç
0x8e	0x5bf0	;õé
0x8f	0x5bf6	;õè
0x90	0x5bf3	;õê
0x91	0x5c05	;õë
0x92	0x5c07	;õí
0x93	0x5c08	;õì
0x94	0x5c0d	;õî
0x95	0x5c13	;õï
0x96	0x5c20	;õñ
0x97	0x5c22	;õó
0x98	0x5c28	;õò
0x99	0x5c38	;õô
0x9a	0x5c39	;õö
0x9b	0x5c41	;õõ
0x9c	0x5c46	;õú
0x9d	0x5c4e	;õù
0x9e	0x5c53	;õû
0x9f	0x5c50	;õü
0xa0	0x5c4f	;õ†
0xa1	0x5b71	;õ°
0xa2	0x5c6c	;õ¢
0xa3	0x5c6e	;õ£
0xa4	0x4e62	;õ§
0xa5	0x5c76	;õ•
0xa6	0x5c79	;õ¶
0xa7	0x5c8c	;õß
0xa8	0x5c91	;õ®
0xa9	0x5c94	;õ©
0xaa	0x599b	;õ™
0xab	0x5cab	;õ´
0xac	0x5cbb	;õ¨
0xad	0x5cb6	;õ≠
0xae	0x5cbc	;õÆ
0xaf	0x5cb7	;õØ
0xb0	0x5cc5	;õ∞
0xb1	0x5cbe	;õ±
0xb2	0x5cc7	;õ≤
0xb3	0x5cd9	;õ≥
0xb4	0x5ce9	;õ¥
0xb5	0x5cfd	;õµ
0xb6	0x5cfa	;õ∂
0xb7	0x5ced	;õ∑
0xb8	0x5d8c	;õ∏
0xb9	0x5cea	;õπ
0xba	0x5d0b	;õ∫
0xbb	0x5d15	;õª
0xbc	0x5d17	;õº
0xbd	0x5d5c	;õΩ
0xbe	0x5d1f	;õæ
0xbf	0x5d1b	;õø
0xc0	0x5d11	;õ¿
0xc1	0x5d14	;õ¡
0xc2	0x5d22	;õ¬
0xc3	0x5d1a	;õ√
0xc4	0x5d19	;õƒ
0xc5	0x5d18	;õ≈
0xc6	0x5d4c	;õ∆
0xc7	0x5d52	;õ«
0xc8	0x5d4e	;õ»
0xc9	0x5d4b	;õ…
0xca	0x5d6c	;õ 
0xcb	0x5d73	;õÀ
0xcc	0x5d76	;õÃ
0xcd	0x5d87	;õÕ
0xce	0x5d84	;õŒ
0xcf	0x5d82	;õœ
0xd0	0x5da2	;õ–
0xd1	0x5d9d	;õ—
0xd2	0x5dac	;õ“
0xd3	0x5dae	;õ”
0xd4	0x5dbd	;õ‘
0xd5	0x5d90	;õ’
0xd6	0x5db7	;õ÷
0xd7	0x5dbc	;õ◊
0xd8	0x5dc9	;õÿ
0xd9	0x5dcd	;õŸ
0xda	0x5dd3	;õ⁄
0xdb	0x5dd2	;õ€
0xdc	0x5dd6	;õ‹
0xdd	0x5ddb	;õ›
0xde	0x5deb	;õﬁ
0xdf	0x5df2	;õﬂ
0xe0	0x5df5	;õ‡
0xe1	0x5e0b	;õ·
0xe2	0x5e1a	;õ‚
0xe3	0x5e19	;õ„
0xe4	0x5e11	;õ‰
0xe5	0x5e1b	;õÂ
0xe6	0x5e36	;õÊ
0xe7	0x5e37	;õÁ
0xe8	0x5e44	;õË
0xe9	0x5e43	;õÈ
0xea	0x5e40	;õÍ
0xeb	0x5e4e	;õÎ
0xec	0x5e57	;õÏ
0xed	0x5e54	;õÌ
0xee	0x5e5f	;õÓ
0xef	0x5e62	;õÔ
0xf0	0x5e64	;õ
0xf1	0x5e47	;õÒ
0xf2	0x5e75	;õÚ
0xf3	0x5e76	;õÛ
0xf4	0x5e7a	;õÙ
0xf5	0x9ebc	;õı
0xf6	0x5e7f	;õˆ
0xf7	0x5ea0	;õ˜
0xf8	0x5ec1	;õ¯
0xf9	0x5ec2	;õ˘
0xfa	0x5ec8	;õ˙
0xfb	0x5ed0	;õ˚
0xfc	0x5ecf	;õ¸

DBCSTABLE 188           ;LeadByte = 0x9c

0x40	0x5ed6	;ú@
0x41	0x5ee3	;úA
0x42	0x5edd	;úB
0x43	0x5eda	;úC
0x44	0x5edb	;úD
0x45	0x5ee2	;úE
0x46	0x5ee1	;úF
0x47	0x5ee8	;úG
0x48	0x5ee9	;úH
0x49	0x5eec	;úI
0x4a	0x5ef1	;úJ
0x4b	0x5ef3	;úK
0x4c	0x5ef0	;úL
0x4d	0x5ef4	;úM
0x4e	0x5ef8	;úN
0x4f	0x5efe	;úO
0x50	0x5f03	;úP
0x51	0x5f09	;úQ
0x52	0x5f5d	;úR
0x53	0x5f5c	;úS
0x54	0x5f0b	;úT
0x55	0x5f11	;úU
0x56	0x5f16	;úV
0x57	0x5f29	;úW
0x58	0x5f2d	;úX
0x59	0x5f38	;úY
0x5a	0x5f41	;úZ
0x5b	0x5f48	;ú[
0x5c	0x5f4c	;ú\
0x5d	0x5f4e	;ú]
0x5e	0x5f2f	;ú^
0x5f	0x5f51	;ú_
0x60	0x5f56	;ú`
0x61	0x5f57	;úa
0x62	0x5f59	;úb
0x63	0x5f61	;úc
0x64	0x5f6d	;úd
0x65	0x5f73	;úe
0x66	0x5f77	;úf
0x67	0x5f83	;úg
0x68	0x5f82	;úh
0x69	0x5f7f	;úi
0x6a	0x5f8a	;új
0x6b	0x5f88	;úk
0x6c	0x5f91	;úl
0x6d	0x5f87	;úm
0x6e	0x5f9e	;ún
0x6f	0x5f99	;úo
0x70	0x5f98	;úp
0x71	0x5fa0	;úq
0x72	0x5fa8	;úr
0x73	0x5fad	;ús
0x74	0x5fbc	;út
0x75	0x5fd6	;úu
0x76	0x5ffb	;úv
0x77	0x5fe4	;úw
0x78	0x5ff8	;úx
0x79	0x5ff1	;úy
0x7a	0x5fdd	;úz
0x7b	0x60b3	;ú{
0x7c	0x5fff	;ú|
0x7d	0x6021	;ú}
0x7e	0x6060	;ú~
0x80	0x6019	;úÄ
0x81	0x6010	;úÅ
0x82	0x6029	;úÇ
0x83	0x600e	;úÉ
0x84	0x6031	;úÑ
0x85	0x601b	;úÖ
0x86	0x6015	;úÜ
0x87	0x602b	;úá
0x88	0x6026	;úà
0x89	0x600f	;úâ
0x8a	0x603a	;úä
0x8b	0x605a	;úã
0x8c	0x6041	;úå
0x8d	0x606a	;úç
0x8e	0x6077	;úé
0x8f	0x605f	;úè
0x90	0x604a	;úê
0x91	0x6046	;úë
0x92	0x604d	;úí
0x93	0x6063	;úì
0x94	0x6043	;úî
0x95	0x6064	;úï
0x96	0x6042	;úñ
0x97	0x606c	;úó
0x98	0x606b	;úò
0x99	0x6059	;úô
0x9a	0x6081	;úö
0x9b	0x608d	;úõ
0x9c	0x60e7	;úú
0x9d	0x6083	;úù
0x9e	0x609a	;úû
0x9f	0x6084	;úü
0xa0	0x609b	;ú†
0xa1	0x6096	;ú°
0xa2	0x6097	;ú¢
0xa3	0x6092	;ú£
0xa4	0x60a7	;ú§
0xa5	0x608b	;ú•
0xa6	0x60e1	;ú¶
0xa7	0x60b8	;úß
0xa8	0x60e0	;ú®
0xa9	0x60d3	;ú©
0xaa	0x60b4	;ú™
0xab	0x5ff0	;ú´
0xac	0x60bd	;ú¨
0xad	0x60c6	;ú≠
0xae	0x60b5	;úÆ
0xaf	0x60d8	;úØ
0xb0	0x614d	;ú∞
0xb1	0x6115	;ú±
0xb2	0x6106	;ú≤
0xb3	0x60f6	;ú≥
0xb4	0x60f7	;ú¥
0xb5	0x6100	;úµ
0xb6	0x60f4	;ú∂
0xb7	0x60fa	;ú∑
0xb8	0x6103	;ú∏
0xb9	0x6121	;úπ
0xba	0x60fb	;ú∫
0xbb	0x60f1	;úª
0xbc	0x610d	;úº
0xbd	0x610e	;úΩ
0xbe	0x6147	;úæ
0xbf	0x613e	;úø
0xc0	0x6128	;ú¿
0xc1	0x6127	;ú¡
0xc2	0x614a	;ú¬
0xc3	0x613f	;ú√
0xc4	0x613c	;úƒ
0xc5	0x612c	;ú≈
0xc6	0x6134	;ú∆
0xc7	0x613d	;ú«
0xc8	0x6142	;ú»
0xc9	0x6144	;ú…
0xca	0x6173	;ú 
0xcb	0x6177	;úÀ
0xcc	0x6158	;úÃ
0xcd	0x6159	;úÕ
0xce	0x615a	;úŒ
0xcf	0x616b	;úœ
0xd0	0x6174	;ú–
0xd1	0x616f	;ú—
0xd2	0x6165	;ú“
0xd3	0x6171	;ú”
0xd4	0x615f	;ú‘
0xd5	0x615d	;ú’
0xd6	0x6153	;ú÷
0xd7	0x6175	;ú◊
0xd8	0x6199	;úÿ
0xd9	0x6196	;úŸ
0xda	0x6187	;ú⁄
0xdb	0x61ac	;ú€
0xdc	0x6194	;ú‹
0xdd	0x619a	;ú›
0xde	0x618a	;úﬁ
0xdf	0x6191	;úﬂ
0xe0	0x61ab	;ú‡
0xe1	0x61ae	;ú·
0xe2	0x61cc	;ú‚
0xe3	0x61ca	;ú„
0xe4	0x61c9	;ú‰
0xe5	0x61f7	;úÂ
0xe6	0x61c8	;úÊ
0xe7	0x61c3	;úÁ
0xe8	0x61c6	;úË
0xe9	0x61ba	;úÈ
0xea	0x61cb	;úÍ
0xeb	0x7f79	;úÎ
0xec	0x61cd	;úÏ
0xed	0x61e6	;úÌ
0xee	0x61e3	;úÓ
0xef	0x61f6	;úÔ
0xf0	0x61fa	;ú
0xf1	0x61f4	;úÒ
0xf2	0x61ff	;úÚ
0xf3	0x61fd	;úÛ
0xf4	0x61fc	;úÙ
0xf5	0x61fe	;úı
0xf6	0x6200	;úˆ
0xf7	0x6208	;ú˜
0xf8	0x6209	;ú¯
0xf9	0x620d	;ú˘
0xfa	0x620c	;ú˙
0xfb	0x6214	;ú˚
0xfc	0x621b	;ú¸

DBCSTABLE 188           ;LeadByte = 0x9d

0x40	0x621e	;ù@
0x41	0x6221	;ùA
0x42	0x622a	;ùB
0x43	0x622e	;ùC
0x44	0x6230	;ùD
0x45	0x6232	;ùE
0x46	0x6233	;ùF
0x47	0x6241	;ùG
0x48	0x624e	;ùH
0x49	0x625e	;ùI
0x4a	0x6263	;ùJ
0x4b	0x625b	;ùK
0x4c	0x6260	;ùL
0x4d	0x6268	;ùM
0x4e	0x627c	;ùN
0x4f	0x6282	;ùO
0x50	0x6289	;ùP
0x51	0x627e	;ùQ
0x52	0x6292	;ùR
0x53	0x6293	;ùS
0x54	0x6296	;ùT
0x55	0x62d4	;ùU
0x56	0x6283	;ùV
0x57	0x6294	;ùW
0x58	0x62d7	;ùX
0x59	0x62d1	;ùY
0x5a	0x62bb	;ùZ
0x5b	0x62cf	;ù[
0x5c	0x62ff	;ù\
0x5d	0x62c6	;ù]
0x5e	0x64d4	;ù^
0x5f	0x62c8	;ù_
0x60	0x62dc	;ù`
0x61	0x62cc	;ùa
0x62	0x62ca	;ùb
0x63	0x62c2	;ùc
0x64	0x62c7	;ùd
0x65	0x629b	;ùe
0x66	0x62c9	;ùf
0x67	0x630c	;ùg
0x68	0x62ee	;ùh
0x69	0x62f1	;ùi
0x6a	0x6327	;ùj
0x6b	0x6302	;ùk
0x6c	0x6308	;ùl
0x6d	0x62ef	;ùm
0x6e	0x62f5	;ùn
0x6f	0x6350	;ùo
0x70	0x633e	;ùp
0x71	0x634d	;ùq
0x72	0x641c	;ùr
0x73	0x634f	;ùs
0x74	0x6396	;ùt
0x75	0x638e	;ùu
0x76	0x6380	;ùv
0x77	0x63ab	;ùw
0x78	0x6376	;ùx
0x79	0x63a3	;ùy
0x7a	0x638f	;ùz
0x7b	0x6389	;ù{
0x7c	0x639f	;ù|
0x7d	0x63b5	;ù}
0x7e	0x636b	;ù~
0x80	0x6369	;ùÄ
0x81	0x63be	;ùÅ
0x82	0x63e9	;ùÇ
0x83	0x63c0	;ùÉ
0x84	0x63c6	;ùÑ
0x85	0x63e3	;ùÖ
0x86	0x63c9	;ùÜ
0x87	0x63d2	;ùá
0x88	0x63f6	;ùà
0x89	0x63c4	;ùâ
0x8a	0x6416	;ùä
0x8b	0x6434	;ùã
0x8c	0x6406	;ùå
0x8d	0x6413	;ùç
0x8e	0x6426	;ùé
0x8f	0x6436	;ùè
0x90	0x651d	;ùê
0x91	0x6417	;ùë
0x92	0x6428	;ùí
0x93	0x640f	;ùì
0x94	0x6467	;ùî
0x95	0x646f	;ùï
0x96	0x6476	;ùñ
0x97	0x644e	;ùó
0x98	0x652a	;ùò
0x99	0x6495	;ùô
0x9a	0x6493	;ùö
0x9b	0x64a5	;ùõ
0x9c	0x64a9	;ùú
0x9d	0x6488	;ùù
0x9e	0x64bc	;ùû
0x9f	0x64da	;ùü
0xa0	0x64d2	;ù†
0xa1	0x64c5	;ù°
0xa2	0x64c7	;ù¢
0xa3	0x64bb	;ù£
0xa4	0x64d8	;ù§
0xa5	0x64c2	;ù•
0xa6	0x64f1	;ù¶
0xa7	0x64e7	;ùß
0xa8	0x8209	;ù®
0xa9	0x64e0	;ù©
0xaa	0x64e1	;ù™
0xab	0x62ac	;ù´
0xac	0x64e3	;ù¨
0xad	0x64ef	;ù≠
0xae	0x652c	;ùÆ
0xaf	0x64f6	;ùØ
0xb0	0x64f4	;ù∞
0xb1	0x64f2	;ù±
0xb2	0x64fa	;ù≤
0xb3	0x6500	;ù≥
0xb4	0x64fd	;ù¥
0xb5	0x6518	;ùµ
0xb6	0x651c	;ù∂
0xb7	0x6505	;ù∑
0xb8	0x6524	;ù∏
0xb9	0x6523	;ùπ
0xba	0x652b	;ù∫
0xbb	0x6534	;ùª
0xbc	0x6535	;ùº
0xbd	0x6537	;ùΩ
0xbe	0x6536	;ùæ
0xbf	0x6538	;ùø
0xc0	0x754b	;ù¿
0xc1	0x6548	;ù¡
0xc2	0x6556	;ù¬
0xc3	0x6555	;ù√
0xc4	0x654d	;ùƒ
0xc5	0x6558	;ù≈
0xc6	0x655e	;ù∆
0xc7	0x655d	;ù«
0xc8	0x6572	;ù»
0xc9	0x6578	;ù…
0xca	0x6582	;ù 
0xcb	0x6583	;ùÀ
0xcc	0x8b8a	;ùÃ
0xcd	0x659b	;ùÕ
0xce	0x659f	;ùŒ
0xcf	0x65ab	;ùœ
0xd0	0x65b7	;ù–
0xd1	0x65c3	;ù—
0xd2	0x65c6	;ù“
0xd3	0x65c1	;ù”
0xd4	0x65c4	;ù‘
0xd5	0x65cc	;ù’
0xd6	0x65d2	;ù÷
0xd7	0x65db	;ù◊
0xd8	0x65d9	;ùÿ
0xd9	0x65e0	;ùŸ
0xda	0x65e1	;ù⁄
0xdb	0x65f1	;ù€
0xdc	0x6772	;ù‹
0xdd	0x660a	;ù›
0xde	0x6603	;ùﬁ
0xdf	0x65fb	;ùﬂ
0xe0	0x6773	;ù‡
0xe1	0x6635	;ù·
0xe2	0x6636	;ù‚
0xe3	0x6634	;ù„
0xe4	0x661c	;ù‰
0xe5	0x664f	;ùÂ
0xe6	0x6644	;ùÊ
0xe7	0x6649	;ùÁ
0xe8	0x6641	;ùË
0xe9	0x665e	;ùÈ
0xea	0x665d	;ùÍ
0xeb	0x6664	;ùÎ
0xec	0x6667	;ùÏ
0xed	0x6668	;ùÌ
0xee	0x665f	;ùÓ
0xef	0x6662	;ùÔ
0xf0	0x6670	;ù
0xf1	0x6683	;ùÒ
0xf2	0x6688	;ùÚ
0xf3	0x668e	;ùÛ
0xf4	0x6689	;ùÙ
0xf5	0x6684	;ùı
0xf6	0x6698	;ùˆ
0xf7	0x669d	;ù˜
0xf8	0x66c1	;ù¯
0xf9	0x66b9	;ù˘
0xfa	0x66c9	;ù˙
0xfb	0x66be	;ù˚
0xfc	0x66bc	;ù¸

DBCSTABLE 188           ;LeadByte = 0x9e

0x40	0x66c4	;û@
0x41	0x66b8	;ûA
0x42	0x66d6	;ûB
0x43	0x66da	;ûC
0x44	0x66e0	;ûD
0x45	0x663f	;ûE
0x46	0x66e6	;ûF
0x47	0x66e9	;ûG
0x48	0x66f0	;ûH
0x49	0x66f5	;ûI
0x4a	0x66f7	;ûJ
0x4b	0x670f	;ûK
0x4c	0x6716	;ûL
0x4d	0x671e	;ûM
0x4e	0x6726	;ûN
0x4f	0x6727	;ûO
0x50	0x9738	;ûP
0x51	0x672e	;ûQ
0x52	0x673f	;ûR
0x53	0x6736	;ûS
0x54	0x6741	;ûT
0x55	0x6738	;ûU
0x56	0x6737	;ûV
0x57	0x6746	;ûW
0x58	0x675e	;ûX
0x59	0x6760	;ûY
0x5a	0x6759	;ûZ
0x5b	0x6763	;û[
0x5c	0x6764	;û\
0x5d	0x6789	;û]
0x5e	0x6770	;û^
0x5f	0x67a9	;û_
0x60	0x677c	;û`
0x61	0x676a	;ûa
0x62	0x678c	;ûb
0x63	0x678b	;ûc
0x64	0x67a6	;ûd
0x65	0x67a1	;ûe
0x66	0x6785	;ûf
0x67	0x67b7	;ûg
0x68	0x67ef	;ûh
0x69	0x67b4	;ûi
0x6a	0x67ec	;ûj
0x6b	0x67b3	;ûk
0x6c	0x67e9	;ûl
0x6d	0x67b8	;ûm
0x6e	0x67e4	;ûn
0x6f	0x67de	;ûo
0x70	0x67dd	;ûp
0x71	0x67e2	;ûq
0x72	0x67ee	;ûr
0x73	0x67b9	;ûs
